ad_id,reporting_start,reporting_end ,Campaign_Name ,campaign_id,fb_campaign_id,age,gender,interest,impressions,Clicks,Spent,Total_Conversion,,Approved_Conversion,Conversion rate,Revenue ,Likes ,Comments ,Shares ,CTR,ROI,Engagement Rate 
950969,19-08-2017,19-08-2017,Festive Offer Drive ,936,123588,45-49,M,28,255,125,? 232.37,5,,1,20.00%,? 214.00,17,14,6,0.02%,0%,14.50980392
951021,19-08-2017,19-08-2017,Festive Offer Drive ,936,123597,30-34,F,28,457,84,? 150.14,3,,0,0.00%,? 299.00,21,12,2,0.02%,0%,7.658643326
951033,19-08-2017,19-08-2017,Festive Offer Drive ,936,123599,30-34,F,28,5517,55,? 96.48,4,,0,0.00%,? 141.00,21,7,7,0.02%,1136341%,0.634402755
951035,19-08-2017,19-08-2017,Festive Offer Drive ,936,123599,30-34,F,29,1539,56,? 95.51,7,,4,57.14%,? 175.00,19,17,9,0.01%,0%,2.923976608
951043,19-08-2017,19-08-2017,Festive Offer Drive ,936,123601,30-34,F,29,3189,43,? 72.31,6,,2,33.33%,? 215.00,19,3,6,0.01%,0%,0.878018188
951045,19-08-2017,19-08-2017,Festive Offer Drive ,936,123601,30-34,F,29,3348,5,? 9.21,5,,3,60.00%,? 285.00,19,7,5,0.01%,0%,0.925925926
951046,19-08-2017,19-08-2017,Festive Offer Drive ,936,123601,30-34,F,29,20050,147,? 254.25,13,,2,15.38%,? 280.00,18,6,8,0.01%,590858%,0.159600998
951102,19-08-2017,19-08-2017,Festive Offer Drive ,936,123611,45-49,M,30,2254,6,? 11.17,1,,0,0.00%,? 259.00,25,3,8,0.01%,0%,1.597160603
951105,19-08-2017,19-08-2017,Festive Offer Drive ,936,123611,45-49,M,30,5894,18,? 34.23,3,,1,33.33%,? 218.00,12,5,2,0.01%,1405584%,0.322361724
951133,18-08-2017,18-08-2017,Festive Offer Drive ,936,123616,35-39,M,30,9948,15,? 25.26,1,,1,100.00%,? 126.00,19,1,9,0.02%,453235%,0.291515883
951202,18-08-2017,18-08-2017,Festive Offer Drive ,936,123627,45-49,F,31,5307,1,? 1.29,1,,0,0.00%,? 208.00,10,14,9,0.01%,474848%,0.621820237
951225,18-08-2017,18-08-2017,Festive Offer Drive ,936,123631,35-39,F,32,4621,63,? 113.99,4,,3,75.00%,? 286.00,14,3,7,0.02%,870000%,0.519368102
951270,18-08-2017,18-08-2017,Festive Offer Drive ,936,123639,35-39,F,32,784,64,? 121.10,6,,3,50.00%,? 266.00,13,13,4,0.01%,0%,3.826530612
951282,18-08-2017,18-08-2017,Festive Offer Drive ,936,123641,35-39,F,32,5775,53,? 98.70,3,,2,66.67%,? 203.00,22,6,5,0.01%,1274810%,0.571428571
951285,19-08-2017,19-08-2017,Festive Offer Drive ,936,123641,35-39,F,36,9297,5,? 8.80,1,,1,100.00%,? 188.00,16,2,5,0.01%,707557%,0.247391632
951294,19-08-2017,19-08-2017,Festive Offer Drive ,936,123643,35-39,F,36,699,6,? 9.93,3,,1,33.33%,? 220.00,13,2,6,0.01%,0%,3.004291845
951305,19-08-2017,19-08-2017,Festive Offer Drive ,936,123644,35-39,F,63,1104,33,? 53.39,4,,2,50.00%,? 290.00,18,1,8,0.01%,0%,2.445652174
951334,18-08-2017,18-08-2017,Festive Offer Drive ,936,123649,30-34,F,63,3717,2,? 3.77,1,,1,100.00%,? 197.00,23,9,8,0.01%,1269221%,1.076136669
951391,19-08-2017,19-08-2017,Festive Offer Drive ,936,123659,30-34,F,64,2879,2,? 3.19,1,,0,0.00%,? 152.00,15,19,4,0.01%,945975%,1.319902744
951392,20-08-2017,20-08-2017,Festive Offer Drive ,936,123659,30-34,F,64,2749,15,? 24.18,2,,1,50.00%,? 274.00,14,14,3,0.02%,1961223%,1.127682794
951400,21-08-2017,21-08-2017,Festive Offer Drive ,936,123660,45-49,F,64,24028,43,? 76.90,2,,1,50.00%,? 278.00,18,19,3,0.02%,214374%,0.166472449
951402,21-08-2017,21-08-2017,Festive Offer Drive ,936,123661,30-34,F,64,1118,7,? 14.52,1,,1,100.00%,? 291.00,15,6,4,0.01%,0%,2.236135957
951413,21-08-2017,21-08-2017,Festive Offer Drive ,936,123662,30-34,F,64,1083,21,? 36.17,2,,0,0.00%,? 258.00,25,2,4,0.02%,0%,2.862419206
951420,21-08-2017,21-08-2017,Festive Offer Drive ,936,123664,30-34,F,65,843,26,? 38.44,5,,4,80.00%,? 167.00,24,3,3,0.02%,0%,3.558718861
951444,21-08-2017,21-08-2017,Festive Offer Drive ,936,123668,30-34,F,65,2983,41,? 61.93,4,,3,75.00%,? 258.00,20,5,4,0.02%,2649794%,0.972175662
951448,22-08-2017,22-08-2017,Festive Offer Drive ,936,123668,30-34,F,2,696,43,? 70.41,2,,1,50.00%,? 138.00,25,7,2,0.02%,0%,4.885057471
951462,21-08-2017,21-08-2017,Festive Offer Drive ,936,123671,45-49,F,2,7589,24,? 37.60,2,,0,0.00%,? 285.00,13,9,5,0.02%,894762%,0.3557781
951464,21-08-2017,21-08-2017,Festive Offer Drive ,936,123671,45-49,F,2,20997,12,? 20.59,2,,0,0.00%,? 206.00,19,14,3,0.02%,162385%,0.171453065
951465,21-08-2017,21-08-2017,Festive Offer Drive ,936,123671,45-49,F,2,4617,14,? 24.78,1,,1,100.00%,? 173.00,23,1,5,0.02%,1262059%,0.628113494
951498,21-08-2017,21-08-2017,Festive Offer Drive ,936,123677,45-49,F,7,259,16,? 29.54,1,,1,100.00%,? 205.00,11,17,6,0.01%,0%,13.12741313
951508,21-08-2017,21-08-2017,Festive Offer Drive ,936,123678,30-34,F,7,1134,22,? 37.85,1,,1,100.00%,? 168.00,12,11,3,0.01%,0%,2.292768959
951542,20-08-2017,20-08-2017,Festive Offer Drive ,936,123684,40-44,F,7,357,2,? 2.29,1,,0,0.00%,? 289.00,18,19,7,0.01%,0%,12.32492997
951607,20-08-2017,20-08-2017,Festive Offer Drive ,936,123695,40-44,F,66,848,15,? 24.19,1,,1,100.00%,? 296.00,23,8,2,0.02%,0%,3.891509434
951608,20-08-2017,20-08-2017,Festive Offer Drive ,936,123695,40-44,F,66,3149,5,? 8.52,1,,0,0.00%,? 289.00,22,14,4,0.01%,1942703%,1.270244522
951641,20-08-2017,20-08-2017,Festive Offer Drive ,936,123700,40-44,F,10,87,91,? 163.36,5,,1,20.00%,? 183.00,13,2,5,0.02%,0%,22.98850575
951677,20-08-2017,20-08-2017,Festive Offer Drive ,936,123706,35-39,F,10,2563,36,? 58.14,3,,1,33.33%,? 269.00,17,4,4,0.01%,1807568%,0.97541943
951692,21-08-2017,21-08-2017,Festive Offer Drive ,936,123709,35-39,F,10,1107,18,? 29.31,2,,1,50.00%,? 164.00,15,3,6,0.01%,0%,2.16802168
951715,20-08-2017,20-08-2017,Festive Offer Drive ,936,123713,45-49,F,10,10677,69,? 116.34,4,,2,50.00%,? 227.00,14,15,5,0.02%,302242%,0.31844151
951756,20-08-2017,20-08-2017,Festive Offer Drive ,936,123720,35-39,F,10,2189,35,? 60.90,5,,1,20.00%,? 173.00,15,7,5,0.02%,4209512%,1.233439927
951779,20-08-2017,20-08-2017,Festive Offer Drive ,936,123723,45-49,F,15,3277,26,? 40.02,1,,1,100.00%,? 299.00,20,20,3,0.02%,1105672%,1.312175771
951782,24-08-2017,24-08-2017,Festive Offer Drive ,936,123724,45-49,F,16,781,147,? 260.07,11,,2,18.18%,? 222.00,16,13,4,0.01%,0%,4.225352113
951810,24-08-2017,24-08-2017,Festive Offer Drive ,936,123729,35-39,F,16,2226,205,? 359.47,17,,6,35.29%,? 220.00,10,13,4,0.01%,0%,1.212938005
951812,29-08-2017,29-08-2017,Festive Offer Drive ,936,123729,35-39,F,16,16274,54,? 105.71,5,,2,40.00%,? 289.00,19,11,5,0.01%,465329%,0.215066978
951837,29-08-2017,29-08-2017,Festive Offer Drive ,936,123733,45-49,F,16,2077,6,? 10.66,1,,1,100.00%,? 119.00,14,17,5,0.01%,778079%,1.733269138
951853,29-08-2017,29-08-2017,Festive Offer Drive ,936,123736,30-34,F,16,529,82,? 143.30,3,,2,66.67%,? 229.00,13,18,6,0.01%,0%,6.994328922
951854,25-08-2017,25-08-2017,Festive Offer Drive ,936,123736,30-34,F,16,487,35,? 65.03,1,,0,0.00%,? 143.00,11,12,4,0.01%,0%,5.544147844
951856,25-08-2017,25-08-2017,Festive Offer Drive ,936,123736,30-34,F,19,4626,71,? 117.56,7,,1,14.29%,? 247.00,11,5,4,0.02%,1166191%,0.432338954
951941,25-08-2017,25-08-2017,Festive Offer Drive ,936,123750,30-34,F,19,2764,81,? 143.43,3,,1,33.33%,? 199.00,12,14,3,0.02%,1265641%,1.049204052
952001,25-08-2017,25-08-2017,Festive Offer Drive ,936,123760,45-49,F,19,5447,5,? 9.66,1,,1,100.00%,? 189.00,23,2,2,0.01%,628514%,0.495685699
952031,25-08-2017,25-08-2017,Festive Offer Drive ,936,123765,40-44,F,20,28169,75,? 124.80,7,,3,42.86%,? 299.00,10,13,5,0.02%,231714%,0.09940005
952080,29-08-2017,29-08-2017,Festive Offer Drive ,936,123774,40-44,F,20,415,59,? 98.55,3,,0,0.00%,? 120.00,10,4,7,0.02%,0%,5.060240964
952100,29-08-2017,29-08-2017,Festive Offer Drive ,936,123777,35-39,F,20,810,23,? 40.77,1,,0,0.00%,? 143.00,21,16,8,0.02%,0%,5.555555556
1121091,28-08-2017,28-08-2017,Fashion Week Special,1178,144531,30-34,M,20,1194718,80,? 134.88,4,,3,75.00%,? 250.00,17,9,5,0.02%,-159%,0.002594755
1121092,28-08-2017,28-08-2017,Fashion Week Special,1178,144531,30-34,M,20,637648,11,? 19.36,2,,2,100.00%,? 255.00,18,2,4,0.02%,10833%,0.003763832
1121094,28-08-2017,28-08-2017,Fashion Week Special,1178,144531,30-34,M,22,24362,28,? 43.01,2,,0,0.00%,? 230.00,20,18,2,0.02%,0%,0.164190132
1121095,28-08-2017,28-08-2017,Fashion Week Special,1178,144531,30-34,M,22,459690,31,? 42.63,1,,0,0.00%,? 241.00,22,9,2,0.02%,17916%,0.007178751
1121096,28-08-2017,28-08-2017,Fashion Week Special,1178,144531,30-34,M,22,750060,51,? 75.79,1,,0,0.00%,? 260.00,20,8,5,0.02%,6058%,0.004399648
1121097,29-08-2017,29-08-2017,Fashion Week Special,1178,144532,30-34,M,22,30068,5,? 7.71,1,,1,100.00%,? 188.00,24,15,2,0.02%,1022967%,0.136357589
1121098,29-08-2017,29-08-2017,Fashion Week Special,1178,144532,30-34,M,23,1267550,8,? 14.04,1,,0,0.00%,? 249.00,14,19,6,0.02%,517%,0.003076802
1121100,29-08-2017,29-08-2017,Fashion Week Special,1178,144532,30-34,M,23,3052003,24,? 39.86,1,,0,0.00%,? 251.00,11,14,3,0.02%,-6078%,0.00091743
1121101,28-08-2017,28-08-2017,Fashion Week Special,1178,144532,30-34,M,24,29945,21,? 36.78,1,,0,0.00%,? 217.00,22,5,6,0.02%,1354780%,0.110202037
1121102,25-08-2017,25-08-2017,Fashion Week Special,1178,144532,30-34,M,24,357856,30,? 54.87,1,,0,0.00%,? 121.00,10,19,8,0.01%,12843%,0.010339354
1121104,25-08-2017,25-08-2017,Fashion Week Special,1178,144533,30-34,M,25,2080666,63,? 87.79,1,,1,100.00%,? 190.00,18,11,2,0.02%,-4724%,0.001489908
1121105,26-08-2017,26-08-2017,Fashion Week Special,1178,144533,30-34,M,26,145999,5,? 6.73,1,,0,0.00%,? 144.00,18,11,9,0.02%,77167%,0.026027576
1121107,26-08-2017,26-08-2017,Fashion Week Special,1178,144533,30-34,M,27,32616,49,? 76.84,3,,0,0.00%,? 225.00,22,5,6,0.02%,1451039%,0.101177336
1121108,26-08-2017,26-08-2017,Fashion Week Special,1178,144533,30-34,M,27,984521,9,? 15.54,1,,0,0.00%,? 263.00,20,17,3,0.02%,6046%,0.004062889
1121110,26-08-2017,26-08-2017,Fashion Week Special,1178,144534,30-34,M,29,880814,11,? 17.67,2,,2,100.00%,? 172.00,17,2,5,0.01%,-1824%,0.002724752
1121111,26-08-2017,26-08-2017,Fashion Week Special,1178,144534,30-34,M,29,182452,30,? 49.60,3,,1,33.33%,? 215.00,10,4,2,0.01%,50174%,0.00876943
1121113,27-08-2017,27-08-2017,Fashion Week Special,1178,144534,30-34,M,29,894911,31,? 53.27,1,,0,0.00%,? 226.00,16,10,2,0.01%,471%,0.003128803
1121114,27-08-2017,27-08-2017,Fashion Week Special,1178,144534,30-34,M,29,31349,85,? 126.93,3,,2,66.67%,? 260.00,12,12,3,0.02%,674211%,0.086127149
1121115,26-08-2017,26-08-2017,Fashion Week Special,1178,144535,30-34,M,29,410310,120,? 179.62,4,,1,25.00%,? 201.00,21,15,2,0.02%,10764%,0.00926129
1121116,26-08-2017,26-08-2017,Fashion Week Special,1178,144535,30-34,M,29,572450,25,? 38.42,2,,0,0.00%,? 207.00,10,6,3,0.01%,3157%,0.003319067
1121117,26-08-2017,26-08-2017,Fashion Week Special,1178,144535,30-34,M,30,98759,38,? 58.60,1,,1,100.00%,? 256.00,14,12,6,0.02%,86349%,0.03240211
1121119,25-08-2017,25-08-2017,Fashion Week Special,1178,144535,30-34,M,30,345371,25,? 39.73,2,,1,50.00%,? 236.00,11,17,6,0.02%,15352%,0.009844486
1121121,25-08-2017,25-08-2017,Fashion Week Special,1178,144536,30-34,M,31,323899,14,? 19.11,1,,1,100.00%,? 272.00,11,7,7,0.02%,24465%,0.007718455
1121122,25-08-2017,25-08-2017,Fashion Week Special,1178,144536,30-34,M,32,399199,9,? 15.81,1,,1,100.00%,? 226.00,11,11,5,0.02%,11910%,0.006763544
1121123,25-08-2017,25-08-2017,Fashion Week Special,1178,144536,30-34,M,32,171202,85,? 140.97,4,,2,50.00%,? 138.00,16,5,9,0.02%,27777%,0.01752316
1121124,26-08-2017,26-08-2017,Fashion Week Special,1178,144536,30-34,M,32,128386,36,? 60.76,2,,1,50.00%,? 102.00,16,15,9,0.02%,25355%,0.031156045
1121125,26-08-2017,26-08-2017,Fashion Week Special,1178,144536,30-34,M,36,1034284,8,? 13.51,1,,0,0.00%,? 147.00,22,6,7,0.01%,-4296%,0.003383984
1121126,26-08-2017,26-08-2017,Fashion Week Special,1178,144536,30-34,M,36,45923,32,? 55.10,1,,0,0.00%,? 294.00,11,14,8,0.02%,397202%,0.071859417
1121127,26-08-2017,26-08-2017,Fashion Week Special,1178,144537,30-34,M,63,40873,8,? 12.63,1,,1,100.00%,? 267.00,17,18,3,0.02%,327975%,0.09297091
1121128,26-08-2017,26-08-2017,Fashion Week Special,1178,144537,30-34,M,63,286553,49,? 81.36,2,,1,50.00%,? 195.00,13,16,4,0.02%,21421%,0.011516194
1121129,28-08-2017,28-08-2017,Fashion Week Special,1178,144537,30-34,M,64,20618,11,? 16.47,1,,1,100.00%,? 190.00,12,9,8,0.02%,894762%,0.140653798
1121131,28-08-2017,28-08-2017,Fashion Week Special,1178,144537,30-34,M,64,83591,19,? 31.03,1,,0,0.00%,? 105.00,10,13,9,0.02%,64257%,0.038281633
1121132,21-08-2017,21-08-2017,Fashion Week Special,1178,144537,30-34,M,65,114923,40,? 60.73,2,,1,50.00%,? 176.00,20,3,7,0.02%,64168%,0.026104435
1121133,21-08-2017,21-08-2017,Fashion Week Special,1178,144538,30-34,M,2,25002,44,? 74.83,2,,1,50.00%,? 175.00,15,3,6,0.02%,1013392%,0.095992321
1121134,21-08-2017,21-08-2017,Fashion Week Special,1178,144538,30-34,M,2,68905,5,? 7.48,1,,0,0.00%,? 154.00,14,14,8,0.02%,153136%,0.052245846
1121136,21-08-2017,21-08-2017,Fashion Week Special,1178,144538,30-34,M,2,169588,23,? 36.48,1,,1,100.00%,? 275.00,12,13,5,0.02%,88921%,0.017689931
1121138,21-08-2017,21-08-2017,Fashion Week Special,1178,144538,30-34,M,7,328991,48,? 68.06,2,,0,0.00%,? 247.00,17,10,2,0.02%,26511%,0.008814831
1121141,21-08-2017,21-08-2017,Fashion Week Special,1178,144539,30-34,M,66,23198,5,? 7.88,1,,1,100.00%,? 135.00,17,6,6,0.02%,443020%,0.125010777
1121142,21-08-2017,21-08-2017,Fashion Week Special,1178,144539,30-34,M,66,26890,1,? 1.46,1,,0,0.00%,? 207.00,11,16,5,0.01%,628889%,0.119003347
1121143,21-08-2017,21-08-2017,Fashion Week Special,1178,144539,30-34,M,10,221695,77,? 123.55,3,,1,33.33%,? 266.00,21,7,3,0.02%,40899%,0.013983175
1121152,20-08-2017,20-08-2017,Fashion Week Special,1178,144541,30-34,M,10,88443,75,? 135.75,3,,1,33.33%,? 116.00,19,17,2,0.02%,78957%,0.042965526
1121153,20-08-2017,20-08-2017,Fashion Week Special,1178,144541,30-34,M,10,187856,66,? 116.88,4,,2,50.00%,? 287.00,11,17,7,0.02%,64759%,0.018631292
1121164,19-08-2017,19-08-2017,Fashion Week Special,1178,144545,30-34,M,10,570699,221,? 365.66,15,,3,20.00%,? 121.00,19,7,4,0.02%,-1281%,0.005256712
1121167,19-08-2017,19-08-2017,Fashion Week Special,1178,144545,30-34,M,10,1063508,72,? 128.28,4,,1,25.00%,? 105.00,18,19,9,0.02%,-5967%,0.004325308
1121168,19-08-2017,19-08-2017,Fashion Week Special,1178,144545,30-34,M,15,50523,7,? 10.78,2,,1,50.00%,? 133.00,22,11,9,0.01%,145556%,0.083130455
1121172,20-08-2017,20-08-2017,Fashion Week Special,1178,144547,30-34,M,15,87935,89,? 133.70,2,,2,100.00%,? 132.00,12,8,9,0.02%,74453%,0.032978905
1121173,20-08-2017,20-08-2017,Fashion Week Special,1178,144547,30-34,M,15,278225,42,? 64.88,2,,0,0.00%,? 139.00,22,15,8,0.02%,13090%,0.01617396
1121175,20-08-2017,20-08-2017,Fashion Week Special,1178,144547,30-34,M,16,209461,353,? 603.38,16,,7,43.75%,? 236.00,17,20,4,0.02%,59026%,0.01957405
1121177,20-08-2017,20-08-2017,Fashion Week Special,1178,144547,30-34,M,16,26316,125,? 220.56,6,,1,16.67%,? 156.00,10,9,8,0.01%,471481%,0.102599179
1121181,20-08-2017,20-08-2017,Fashion Week Special,1178,144549,30-34,M,16,41030,20,? 33.90,3,,1,33.33%,? 171.00,19,9,7,0.01%,322685%,0.085303437
1121182,20-08-2017,20-08-2017,Fashion Week Special,1178,144549,30-34,M,16,876671,190,? 318.97,6,,3,50.00%,? 107.00,12,19,5,0.02%,-5059%,0.004106444
1121183,21-08-2017,21-08-2017,Fashion Week Special,1178,144549,30-34,M,16,399392,134,? 248.64,7,,2,28.57%,? 299.00,11,20,4,0.01%,22126%,0.00876332
1121184,22-08-2017,22-08-2017,Fashion Week Special,1178,144549,30-34,M,18,283858,26,? 40.93,1,,1,100.00%,? 178.00,22,12,8,0.02%,21752%,0.01479613
1121185,23-08-2017,23-08-2017,Fashion Week Special,1178,144549,30-34,M,18,260699,70,? 109.25,1,,0,0.00%,? 288.00,15,5,3,0.02%,43235%,0.008822435
1121193,23-08-2017,23-08-2017,Fashion Week Special,1178,144552,30-34,M,18,57781,84,? 134.12,6,,1,16.67%,? 160.00,17,10,5,0.02%,195128%,0.055381527
1121195,23-08-2017,23-08-2017,Fashion Week Special,1178,144552,30-34,M,19,38757,60,? 103.39,4,,4,100.00%,? 215.00,18,3,8,0.02%,401877%,0.074825193
1121196,23-08-2017,23-08-2017,Fashion Week Special,1178,144552,30-34,M,19,1392288,65,? 116.56,5,,0,0.00%,? 157.00,24,13,9,0.02%,-5621%,0.003303914
1121197,23-08-2017,23-08-2017,Fashion Week Special,1178,144552,30-34,M,19,1109387,72,? 120.30,2,,1,50.00%,? 173.00,12,14,8,0.02%,-3843%,0.003064756
1121202,28-08-2017,28-08-2017,Fashion Week Special,1178,144554,30-34,M,19,581281,15,? 25.46,1,,0,0.00%,? 199.00,17,17,3,0.02%,7286%,0.006365252
1121203,23-08-2017,23-08-2017,Fashion Week Special,1178,144554,30-34,M,20,1048861,20,? 35.68,2,,0,0.00%,? 262.00,13,20,4,0.02%,1922%,0.003527636
1121205,23-08-2017,23-08-2017,Fashion Week Special,1178,144554,30-34,M,20,297452,80,? 131.78,3,,1,33.33%,? 128.00,10,3,6,0.02%,14606%,0.006387585
1121206,23-08-2017,23-08-2017,Fashion Week Special,1178,144554,30-34,M,20,227925,20,? 29.91,1,,1,100.00%,? 280.00,11,2,8,0.02%,69298%,0.009213557
1121207,23-08-2017,23-08-2017,Fashion Week Special,1178,144554,30-34,M,20,374175,28,? 46.79,2,,1,50.00%,? 201.00,14,8,7,0.02%,21744%,0.007750384
1121211,23-08-2017,23-08-2017,Fashion Week Special,1178,144556,30-34,M,20,223586,2,? 3.19,1,,0,0.00%,? 210.00,12,5,7,0.01%,28717%,0.010734125
1121213,22-08-2017,22-08-2017,Fashion Week Special,1178,144556,30-34,M,21,283170,10,? 16.68,2,,0,0.00%,? 132.00,22,8,6,0.02%,10236%,0.012713211
1121215,22-08-2017,22-08-2017,Fashion Week Special,1178,144556,30-34,M,21,41636,7,? 11.11,1,,0,0.00%,? 202.00,15,13,5,0.01%,469810%,0.079258334
1121216,22-08-2017,22-08-2017,Fashion Week Special,1178,144556,30-34,M,21,198658,81,? 127.57,2,,0,0.00%,? 241.00,14,11,8,0.02%,39578%,0.016611463
1121220,22-08-2017,22-08-2017,Fashion Week Special,1178,144558,30-34,M,22,100596,8,? 11.01,1,,0,0.00%,? 105.00,11,11,4,0.02%,65431%,0.025845958
1121223,22-08-2017,22-08-2017,Fashion Week Special,1178,144558,30-34,M,23,64020,2,? 3.60,1,,0,0.00%,? 233.00,10,18,8,0.01%,200669%,0.056232427
1121224,23-08-2017,23-08-2017,Fashion Week Special,1178,144558,30-34,M,23,14289,18,? 33.66,1,,0,0.00%,? 297.00,12,20,6,0.02%,0%,0.265938834
1121229,22-08-2017,22-08-2017,Fashion Week Special,1178,144561,30-34,M,23,404866,21,? 33.35,1,,0,0.00%,? 189.00,17,12,2,0.02%,11620%,0.007656854
1121231,22-08-2017,22-08-2017,Fashion Week Special,1178,144561,30-34,M,24,22256,81,? 128.61,4,,3,75.00%,? 268.00,24,11,3,0.02%,1604458%,0.170740474
1121233,22-08-2017,22-08-2017,Fashion Week Special,1178,144561,30-34,M,25,57690,23,? 33.93,1,,1,100.00%,? 217.00,17,11,8,0.02%,311958%,0.062402496
1121241,27-08-2017,27-08-2017,Fashion Week Special,1178,144562,30-34,M,25,24952,24,? 36.44,2,,1,50.00%,? 277.00,20,2,4,0.02%,326983%,0.104200064
1121242,27-08-2017,27-08-2017,Fashion Week Special,1178,144562,30-34,M,26,38900,4,? 5.77,1,,0,0.00%,? 229.00,23,19,6,0.02%,400394%,0.123393316
1121243,22-08-2017,22-08-2017,Fashion Week Special,1178,144562,30-34,M,27,53520,105,? 181.72,3,,0,0.00%,? 134.00,17,20,4,0.02%,135179%,0.076606876
1121244,22-08-2017,22-08-2017,Fashion Week Special,1178,144562,30-34,M,27,181683,25,? 41.42,2,,1,50.00%,? 203.00,16,20,4,0.02%,49305%,0.022016369
1121245,22-08-2017,22-08-2017,Fashion Week Special,1178,144562,30-34,M,27,29185,35,? 58.68,1,,0,0.00%,? 110.00,24,4,2,0.02%,339206%,0.10279253
1121246,22-08-2017,22-08-2017,Fashion Week Special,1178,144562,30-34,M,27,105047,46,? 80.34,2,,0,0.00%,? 251.00,25,11,8,0.02%,114196%,0.041886013
1121250,22-08-2017,22-08-2017,Fashion Week Special,1178,144565,30-34,M,27,287976,62,? 104.46,3,,0,0.00%,? 147.00,18,20,6,0.02%,14731%,0.015279051
1121251,23-08-2017,23-08-2017,Fashion Week Special,1178,144565,30-34,M,28,212175,57,? 87.73,3,,0,0.00%,? 214.00,11,3,2,0.02%,45455%,0.007540945
1121252,23-08-2017,23-08-2017,Fashion Week Special,1178,144565,30-34,M,28,11139,172,? 253.99,4,,2,50.00%,? 113.00,18,5,8,0.02%,0%,0.278301463
1121254,22-08-2017,22-08-2017,Fashion Week Special,1178,144565,30-34,M,28,124005,26,? 39.44,1,,0,0.00%,? 201.00,10,13,6,0.02%,81991%,0.023386154
1121255,22-08-2017,22-08-2017,Fashion Week Special,1178,144565,30-34,M,28,20423,24,? 39.05,1,,0,0.00%,? 234.00,15,16,3,0.02%,1183878%,0.16647897
1121261,22-08-2017,22-08-2017,Fashion Week Special,1178,144567,30-34,M,28,103001,11,? 16.94,2,,1,50.00%,? 296.00,23,10,5,0.02%,122616%,0.036892846
1121262,30-08-2017,30-08-2017,Fashion Week Special,1178,144567,30-34,M,29,447420,86,? 142.71,4,,2,50.00%,? 266.00,21,5,2,0.02%,14129%,0.006258102
1121263,30-08-2017,30-08-2017,Fashion Week Special,1178,144567,30-34,M,29,156101,18,? 27.30,2,,0,0.00%,? 106.00,22,4,3,0.01%,25630%,0.018577716
1121264,30-08-2017,30-08-2017,Fashion Week Special,1178,144567,30-34,M,29,93015,17,? 29.38,2,,1,50.00%,? 270.00,10,15,4,0.02%,136183%,0.031177767
1121265,22-08-2017,22-08-2017,Fashion Week Special,1178,144568,30-34,M,29,145398,168,? 277.58,17,,8,47.06%,? 242.00,14,2,7,0.02%,56777%,0.015818649
1121269,22-08-2017,22-08-2017,Fashion Week Special,1178,144568,30-34,M,29,296413,258,? 422.84,17,,10,58.82%,? 197.00,22,13,9,0.02%,15772%,0.014844153
1121273,22-08-2017,22-08-2017,Fashion Week Special,1178,144569,30-34,M,29,9370,22,? 38.50,1,,0,0.00%,? 112.00,24,14,5,0.02%,0%,0.458911419
1121274,22-08-2017,22-08-2017,Fashion Week Special,1178,144569,30-34,M,31,63785,9,? 17.33,1,,1,100.00%,? 209.00,14,19,8,0.01%,167119%,0.064278435
1121275,22-08-2017,22-08-2017,Fashion Week Special,1178,144569,30-34,M,31,118522,19,? 32.31,2,,1,50.00%,? 103.00,18,1,9,0.02%,28404%,0.023624306
1121276,22-08-2017,22-08-2017,Fashion Week Special,1178,144569,30-34,M,31,240123,24,? 41.97,1,,0,0.00%,? 224.00,22,9,3,0.02%,24110%,0.01415941
1121277,23-08-2017,23-08-2017,Fashion Week Special,1178,144570,30-34,M,32,169108,197,? 352.45,3,,1,33.33%,? 177.00,12,16,2,0.02%,44901%,0.017740142
1121278,23-08-2017,23-08-2017,Fashion Week Special,1178,144570,30-34,M,32,1044442,147,? 264.59,4,,1,25.00%,? 228.00,18,2,6,0.02%,-717%,0.002489368
1121279,24-08-2017,24-08-2017,Fashion Week Special,1178,144570,30-34,M,32,93891,82,? 158.60,5,,2,40.00%,? 226.00,13,3,4,0.02%,118118%,0.021301296
1121282,24-08-2017,24-08-2017,Fashion Week Special,1178,144570,30-34,M,32,185823,3,? 4.77,1,,0,0.00%,? 139.00,15,20,3,0.01%,26057%,0.020449568
1121284,24-08-2017,24-08-2017,Fashion Week Special,1178,144571,30-34,M,36,175631,3,? 4.82,1,,1,100.00%,? 257.00,21,8,8,0.01%,53052%,0.021066896
1121285,24-08-2017,24-08-2017,Fashion Week Special,1178,144571,30-34,M,63,37187,25,? 37.26,1,,1,100.00%,? 255.00,15,19,3,0.02%,390314%,0.099497136
1121286,24-08-2017,24-08-2017,Fashion Week Special,1178,144571,30-34,M,63,10991,28,? 39.52,1,,0,0.00%,? 298.00,11,18,5,0.02%,0%,0.309344009
1121287,24-08-2017,24-08-2017,Fashion Week Special,1178,144571,30-34,M,63,344618,12,? 19.48,1,,0,0.00%,? 249.00,14,9,9,0.02%,17741%,0.009285644
1121289,24-08-2017,24-08-2017,Fashion Week Special,1178,144572,35-39,M,64,98066,10,? 16.38,1,,1,100.00%,? 274.00,17,5,5,0.02%,159659%,0.027532478
1121290,24-08-2017,24-08-2017,Fashion Week Special,1178,144572,35-39,M,65,770749,16,? 22.67,1,,1,100.00%,? 208.00,10,11,9,0.02%,998%,0.003892318
